Word	Annotation	Sense	Part of Speech	Level	Russian
misery			n.	C1	страдание
profitable			adj.	C1	прибыльный
pause			v., n.	B2	пауза
congressional			adj.	C1	Конгресс
denial			n.	C1	отрицание
hostility			n.	C1	враждебность
mask			n.	C1	маска
exit			n., v.	B2, C1	выход
competence			n.	C1	компетентность
nest			n.	C1	гнездо
residential			adj.	C1	жилой
timing			n.	B2	время
specification			n.	C1	спецификация
seemingly			adv.	C1	по-видимому
psychiatric			adj.	C1	психиатрический
grid			n.	C1	сетка
fond			adj.	B2	любящий
founder			n.	B2	основатель
bid			n., v.	B2	ставка
instinct			n.	C1	инстинкт
coalition			n.	C1	коалиция
citizenship			n.	C1	гражданство
charm			n.	C1	очарование
suspension			n.	C1	подвеска
exceptional			adj.	C1	исключительный
loyal			adj.	B2	лояльный
consistency			n.	C1	последовательность
kidney			n.	C1	почка
chase			v., n.	B2	преследовать
restriction			n.	B2	ограничение
likelihood			n.	C1	вероятность
gesture			n.	B2	жест
catalogue			n.	C1	каталог
assert			v.	C1	утверждать
refuge			n.	C1	убежище
summit			n.	C1	саммит
crack			v., n.	B2	трещина
adjust			v.	B2	корректировать
administrator			n.	C1	администратор
installation			n.	B2	установка
promising			adj.	B2	многообещающий
confession			n.	C1	признание
convenience			n.	B2	удобство
ecological			adj.	C1	экологический
film-maker			n.	C1	кинорежиссер
rage			n.	C1	ярость
tragic			adj.	B2	трагический
deficit			n.	C1	дефицит
meantime			n.	C1	тем временем
noon			n.	C1	полдень
insert			v.	B2	вставить
exile			n.	C1	изгнание
parental			adj.	C1	родительский
forum			n.	B2	форум
charming			adj.	B2	очаровательный
electoral			adj.	C1	избирательный
strengthen			v.	B2	укреплять
emission			n.	B2	выбросы
civilian			n., adj.	C1	гражданский
sustain			v.	C1	поддерживать
rehabilitation			n.	C1	реабилитация
fortunate			adj.	B2	удачливый
sexuality			n.	C1	сексуальность
substitution			n.	C1	замена
signature			n.	B2	подпись
miserable			adj.	B2	несчастный
adequately			adv.	B2	адекватно
listing			n.	C1	листинг
pit			n.	C1	яма
fraud			n.	B2	мошенничество
revival			n.	C1	возрождение
troubled			adj.	C1	обеспокоенный
inclusion			n.	C1	включение
momentum			n.	C1	импульс
trauma			n.	C1	травма
intake			n.	C1	прием
peer			n.	B2	сверстник
conceive			v.	C1	зачать
capability			n.	C1	способность
spouse			n.	C1	супруга
methodology			n.	C1	методология
spin			v., n.	C1	вращаться
cope			v.	B2	справиться
embrace			v.	B2	обнимать
collaboration			n.	C1	сотрудничество
trap			v., n.	B2	ловушка
absurd			adj.	C1	абсурдный
buffer			n.	C1	буфер
placement			n.	B2	размещение
tenant			n.	C1	арендатор
consult			v.	B2	проконсультироваться
defensive			adj.	C1	оборонительный
pastor			n.	C1	пастор
creator			n.	C1	создатель
jail			n., v.	B2	тюрьма
gear			n.	C1	шестерня
toxic			adj.	C1	токсичный
consultation			n.	C1	консультация
workshop			n.	B2	мастерская
intact			adj.	C1	нетронутый
super			adj.	B2	супер
quest			n.	C1	квест
fragment			n.	B2	фрагмент
elegant			adj.	B2	элегантный
treasure			n.	B2	сокровище
overwhelming			adj.	C1	подавляющий
extensively			adv.	B2	широко
vulnerable			adj.	C1	уязвимый
cargo			n.	C1	груз
excellence			n.	C1	превосходство
panic			n.	B2	паника
ongoing			adj.	B2	продолжающийся
temporarily			adv.	B2	временно
withdraw			v.	B2	уйти
civic			adj.	C1	гражданский
miracle			n.	C1	чудо
enforce			v.	C1	обеспечивать соблюдение
evolutionary			adj.	C1	эволюционный
prosecution			n.	C1	судебное преследование
harsh			adj.	C1	суровый
costly			adj.	C1	дорогостоящий
prey			n.	C1	добыча
abortion			n.	C1	аборт
metaphor			n.	B2	метафора
illusion			n.	B2	иллюзия
amid			prep.	C1	среди
fierce			adj.	C1	жестокий
burial			n.	C1	захоронение
drift			v.	C1	дрейфовать
urgent			adj.	B2	срочный
literacy			n.	C1	грамотность
relevance			n.	C1	актуальность
monument			n.	B2	памятник
prospective			adj.	C1	перспективный
tribute			n.	C1	дань
expertise			n.	B2	экспертиза
regulate			v.	B2	регулировать
willingness			n.	C1	готовность
infrastructure			n.	B2	инфраструктура
contradiction			n.	C1	противоречие
adolescent			n.	C1	подросток
speculation			n.	B2	спекуляция
stir			v.	C1	перемешать
skull			n.	B2	череп
documentation			n.	C1	документация
screening			n.	B2	скрининг
swing			v., n.	C1	качели
instrumental			adj.	C1	инструментальный
imprisonment			n.	C1	тюремное заключение
stake			n.	C1	ставка
confess			v.	B2	признаться
breakdown			n.	C1	поломка
alongside			prep.	B2	рядом
dam			n.	C1	плотина
inequality			n.	C1	неравенство
tribunal			n.	C1	трибунал
blade			n.	C1	лезвие
alert			v., n., adj.	C1	оповещение
submission			n.	C1	представление
injustice			n.	C1	несправедливость
exclude			v.	B2	исключить
chaos			n.	C1	хаос
texture			n.	C1	текстура
restraint			n.	C1	сдержанность
revenge			n.	C1	месть
permanently			adv.	B2	навсегда
confirmation			n.	C1	подтверждение
cheek			n.	B2	щека
publicity			n.	B2	реклама
indicator			n.	C1	индикатор
ash			n.	C1	ясень
trustee			n.	C1	попечитель
prompt			v.	B2	подсказать
limb			n.	C1	конечность
spine			n.	C1	позвоночник
presidency			n.	C1	президентство
pop			v.	C1	поп
graphic			adj.	B2	графика
incentive			n.	B2	стимул
fantasy			n.	B2	фантазия
spell			n.	C1	заклинание
authentic			adj.	C1	подлинный
orchestra			n.	B2	оркестр
negotiation			n.	B2	переговоры
hint			n., v.	C1	намек
collector			n.	B2	коллекционер
suite			n.	C1	люкс
drain			v.	C1	дренаж
beast			n.	C1	зверь
transparent			adj.	C1	прозрачный
relieve			v.	B2	облегчить
cult			n., adj.	C1	культ
dilemma			n.	C1	дилемма
coordinate			v.	C1	координировать
bind			v.	C1	связывать
echo			v., n.	C1	эхо
offspring			n.	C1	потомство
remarkably			adv.	B2	замечательно
rape			n., v.	C1	изнасилование
basket			n.	B2	корзина
hook			v., n.	B2, C1	крючок
thumb			n.	B2	большой палец
sheer			adj.	C1	чистый
imagery			n.	C1	образы
stimulate			v.	B2	стимулировать
whatsoever			adv.	C1	что бы то ни было
premium			n.	C1	премия
disclosure			n.	C1	раскрытие информации
controversial			adj.	B2	спорный
complement			v.	C1	дополнять
pioneer			n., v.	C1	пионер
conspiracy			n.	B2	заговор
accommodate			v.	B2	разместить
execute			v.	C1	выполнять
rifle			n.	C1	винтовка
jet			n.	B2	реактивный самолет
casual			adj.	B2	повседневный
resemble			v.	C1	напоминать
anchor			n.	C1	якорь
portfolio			n.	C1	портфолио
ink			n.	B2	чернила
canvas			n.	C1	холст
disabled			adj.	B2	отключен
bass		1	n.	C1	бас
contractor			n.	C1	подрядчик
endure			v.	C1	терпеть
harbour			n.	B2	гавань
query			n.	C1	запрос
reluctant			adj.	C1	неохотно
convincing			adj.	B2	убедительный
disappointment			n.	B2	разочарование
comic			adj., n.	B2	комикс
delegation			n.	C1	делегация
mate			n., v.	B2	приятель
legacy			n.	C1	наследие
inspector			n.	B2	инспектор
meditation			n.	C1	медитация
whoever			pron.	B2	кто бы то ни было
minimize			v.	C1	минимизировать
transit			n.	C1	транзит
manipulation			n.	C1	манипуляция
militia			n.	C1	милиция
implication			n.	B2	значение
constraint			n.	C1	ограничение
custody			n.	C1	опека
vocal			adj.	C1	вокал
anonymous			adj.	C1	анонимный
hip			n.	B2	бедро
clinic			n.	B2	клиника
supervisor			n.	C1	руководитель
dominance			n.	C1	доминирование
scenario			n.	B2	сценарий
challenging			adj.	B2	сложный
broadly			adv.	B2	широко
creativity			n.	B2	творчество
auto			n.	C1	авто
tenure			n.	C1	срок владения
sue			v.	C1	подавать в суд
generic			adj.	C1	универсальный
assign			v.	B2	назначить
unite			v.	B2	объединяться
eligible			adj.	C1	подходящий
frustration			n.	C1	разочарование
audit			n.	C1	аудит
envelope			n.	B2	конверт
landlord			n.	C1	домовладелец
magistrate			n.	C1	мировой судья
hazard			n.	C1	опасность
predominantly			adv.	C1	преимущественно
undergo			v.	B2	подвергаться
solidarity			n.	C1	солидарность
screw			v., n.	C1	винт
plea			n.	C1	просьба
compulsory			adj.	B2	обязательный
probe			n., v.	C1	зонд
norm			n.	B2	норма
resignation			n.	C1	отставка
appetite			n.	C1	аппетит
layout			n.	C1	макет
monk			n.	C1	монах
habitat			n.	B2	среда обитания
prevail			v.	C1	преобладать
comply			v.	C1	соблюдать
breed			v., n.	C1	порода
serial			adj.	C1	сериал
pond			n.	C1	пруд
compassion			n.	C1	сострадание
appoint			v.	C1	назначать
medication			n.	B2	лекарство
patch			n.	C1	патч
dramatically			adv.	B2	резко
viewpoint			n.	B2	точка зрения
taxpayer			n.	C1	налогоплательщик
corrupt			adj.	C1	коррумпированный
verdict			n.	C1	приговор
composer			n.	B2	композитор
questionnaire			n.	B2	анкета
applicant			n.	B2	заявитель
deadly			adj.	B2	смертоносный
barrel			n.	C1	бочка
embassy			n.	C1	посольство
rebel			n.	C1	бунтарь
ridiculous			adj.	B2	смешно
governance			n.	C1	управление
prevalence			n.	C1	распространенность
odds			n.	C1	шансы
passionate			adj.	B2	страстный
cemetery			n.	C1	кладбище
incorrect			adj.	B2	неправильный
dealer			n.	B2	дилер
erect			v.	C1	возводить
donor			n.	C1	донор
neighbouring			adj.	C1	соседний
dairy			n., adj.	B2	молочные продукты
audio			adj.	B2	аудио
sanction			n.	C1	санкция
irrelevant			adj.	C1	нерелевантный
boom			n.	C1	бум
contention			n.	C1	раздор
shortage			n.	B2	нехватка
clarity			n.	C1	ясность
packet			n.	B2	пакет
grip			n., v.	C1	хватка
endeavour			n.	C1	усилие
warrior			n.	C1	воин
straightforward			adj.	C1	прямой
resume			v.	C1	резюме
closure			n.	C1	закрытие
engaging			adj.	C1	привлекательный
torture			n., v.	C1	пытки
suspicious			adj.	C1	подозрительно
patron			n.	C1	покровитель
exert			v.	C1	оказывать
obstacle			n.	B2	препятствие
nonsense			n.	C1	чушь
seize			v.	C1	схватить
arena			n.	C1	арена
outlet			n.	C1	выход
graphics			n.	B2	графика
recipient			n.	C1	получатель
interact			v.	B2	взаимодействовать
bureaucracy			n.	C1	бюрократия
fundamentally			adv.	B2	принципиально
ladder			n.	B2	лестница
mob			n.	C1	толпа
disturbing			adj.	C1	тревожный
compelling			adj.	C1	убедительный
outbreak			n.	C1	вспышка
pathway			n.	C1	путь
preach			v.	C1	проповедовать
incorporate			v.	B2	включать
bargain			n.	B2	торговаться
insertion			n.	C1	вставка
irony			n.	C1	ирония
processor			n.	C1	процессор
blanket			n.	B2	одеяло
honesty			n.	B2	честность
inappropriate			adj.	C1	неуместно
trigger			v., n.	B2, C1	триггер
blast			n., v.	C1	взрыв
lap			n.	C1	колени
racism			n.	B2	расизм
cliff			n.	B2	скала
ally			n.	C1	союзник
martial			adj.	B2	боевой
halt			v., n.	C1	остановка
bless			v.	C1	благослови
spectacle			n.	C1	зрелище
collision			n.	C1	столкновение
negotiate			v.	B2	вести переговоры
handful			n.	C1	горстка
elbow			n.	B2	локоть
efficiently			adv.	B2	эффективно
compute			v.	C1	вычислить
devote			v.	B2	посвящать
mainland			n.	C1	материк
residue			n.	C1	остаток
turnover			n.	C1	оборот
sustainable			adj.	B2	устойчивый
appropriately			adv.	B2	соответственно
trait			n.	B2	черта
cautious			adj.	C1	осторожный
restrict			v.	B2	ограничивать
misleading			adj.	C1	вводящий в заблуждение
terrorism			n.	B2	терроризм
precedent			n.	C1	прецедент
tap			v., n.	B2	коснитесь
stance			n.	B2	позиция
forthcoming			adj.	C1	предстоящий
problematic			adj.	C1	проблемный
basement			n.	B2	подвал
absorb			v.	B2	поглощать
disastrous			adj.	C1	катастрофический
mainstream			n., adj.	C1	мейнстрим
rental			n.	C1	аренда
confrontation			n.	C1	конфронтация
conceal			v.	C1	скрывать
consultant			n.	B2	консультант
monster			n.	B2	монстр
viable			adj.	C1	жизнеспособный
pledge			v., n.	C1	залог
countless			adj.	C1	бесчисленное множество
candle			n.	B2	свеча
fare			n.	B2	стоимость проезда
premier			n.	C1	премьер
interactive			adj.	C1	интерактивный
workplace			n.	B2	рабочее место
depart			v.	B2	уйти
wrist			n.	B2	запястье
analyst			n.	B2	аналитик
innovative			adj.	B2	инновационный
lad			n.	C1	парень
leap			v., n.	C1	прыжок
glimpse			n.	C1	проблеск
alignment			n.	C1	выравнивание
melody			n.	C1	мелодия
initiate			v.	C1	инициировать
fossil			n.	B2	ископаемое
electronics			n.	B2	электроника
nursery			n.	C1	детская
theatrical			adj.	C1	театральный
practitioner			n.	C1	практик
exploit			v.	B2	эксплуатировать
administer			v.	C1	управлять
awkward			adj.	B2	неловкий
lengthy			adj.	C1	длинный
accent			n.	B2	акцент
mandate			n.	C1	мандат
sigh			v., n.	C1	вздохнуть
parade			n.	B2	парад
characterize			v.	C1	характеризовать
clarify			v.	B2	уточнить
recruitment			n.	B2	вербовка
utilize			v.	C1	использовать
frustrated			adj.	C1	разочарованный
ranking			n.	C1	рейтинг
forecast			n., v.	B2	прогноз
dedication			n.	C1	преданность делу
suppress			v.	C1	подавлять
scrutiny			n.	C1	исследование
diminish			v.	C1	уменьшать
furious			adj.	B2	в ярости
tag			n., v.	B2	тег
punch			n., v.	C1	удар
prescription			n.	C1	рецепт
bat			n., v.	B2, C1	летучая мышь
coup			n.	C1	переворот
subscription			n.	C1	подписка
spectator			n.	B2	зритель
amusing			adj.	B2	забавный
strand			n.	C1	прядь
supportive			adj.	C1	поддерживающий
reproduce			v.	C1	воспроизводить
compensate			v.	C1	компенсировать
spectacular			adj.	B2	захватывающий
nomination			n.	C1	номинация
lawn			n.	C1	газон
merger			n.	C1	слияние
epidemic			n.	C1	эпидемия
spark			v.	C1	искра
albeit			conj.	C1	хотя
fibre			n.	C1	волокно
vicious			adj.	C1	порочный
dissolve			v.	C1	растворяться
franchise			n.	C1	франшиза
transmit			v.	B2	передавать
thoughtful			adj.	C1	вдумчивый
reinforce			v.	B2	усиливать
accomplishment			n.	C1	достижение
memorable			adj.	B2	запоминающийся
magical			adj.	C1	волшебный
textbook			n.	B2	учебник
appealing			adj.	C1	привлекательный
terrain			n.	C1	местность
correspondent			n.	C1	корреспондент
marker			n.	B2	маркер
theft			n.	B2	воровство
strive			v.	C1	стремиться
emotionally			adv.	B2	эмоционально
frankly			adv.	C1	откровенно говоря
verify			v.	C1	проверить
journalism			n.	B2	журналистика
downtown			n., adj., adv.	B2	центр города
anticipate			v.	B2	предвидеть
overnight			adv.	B2	ночь
plug			v., n.	C1	вилка
surveillance			n.	C1	наблюдение
mandatory			adj.	C1	обязательный
disagreement			n.	B2	несогласие
persist			v.	C1	упорствовать
additionally			adv.	B2	дополнительно
corridor			n.	B2	коридор
gambling			n.	C1	азартные игры
sometime			adv.	B2	когда-нибудь
contend			v.	C1	бороться
concession			n.	C1	уступка
scandal			n.	B2	скандал
desperately			adv.	B2	отчаянно
interim			adj.	C1	временный
raid			n., v.	C1	рейд
supposedly			adv.	C1	предположительно
kit			n.	B2	комплект
choir			n.	B2	хор
brutal			adj.	C1	жестокий
confront			v.	C1	противостоять
insult			n., v.	C1	оскорбление
counterpart			n.	C1	коллега
robust			adj.	C1	крепкий
toll			n.	C1	плата за проезд
twist			v., n.	C1	крутить
accountability			n.	C1	подотчетность
delegate			n.	C1	делегат
rob			v.	B2	грабить
coincidence			n.	B2	совпадение
credibility			n.	C1	авторитет
blend			v., n.	C1	смешивать
nowadays			adv.	B2	сегодня
debris			n.	C1	обломки
notorious			adj.	C1	печально известный
terminate			v.	C1	прекратить
buck			n.	C1	доллар
amateur			adj., n.	C1	любитель
veteran			n.	C1	ветеран
dot			n.	B2	точка
missile			n.	C1	ракета
investor			n.	B2	инвестор
drought			n.	B2	засуха
ballot			n.	C1	избирательный бюллетень
embarrassment			n.	C1	смущение
premise			n.	C1	помещение
compel			v.	C1	принуждать
comprise			v.	B2	включать в себя
worm			n.	B2	червь
radar			n.	C1	радар
backing			n.	C1	поддержка
patrol			n., v.	C1	патруль
tolerate			v.	C1	терпеть
dispose			v.	C1	распоряжаться
suburban			adj.	C1	пригородный
dip			v.	C1	окунуться
testify			v.	C1	свидетельствовать
swallow			v.	B2	глотать
banner			n.	C1	баннер
astonishing			adj.	B2	удивительный
lesbian			adj.	C1	лесбиянка
descend			v.	C1	спуститься
asylum			n.	C1	убежище
poll			n.	C1	опрос
faction			n.	C1	фракция
solo			adj., n.	C1	соло
integrate			v.	B2	интегрировать
economist			n.	B2	экономист
consecutive			adj.	C1	последовательный
cooperate			v.	C1	сотрудничать
timely			adj.	C1	своевременный
dismissal			n.	C1	увольнение
warehouse			n.	C1	склад
unprecedented			adj.	C1	беспрецедентный
novelist			n.	B2	писатель
exotic			adj.	B2	экзотика
cultivate			v.	C1	культивировать
dumb			adj.	C1	тупой
seminar			n.	B2	семинар
reside			v.	C1	проживать
massacre			n.	C1	резня
predecessor			n.	C1	предшественник
offender			n.	B2	преступник
ironically			adv.	C1	по иронии судьбы
fulfil			v.	B2	выполнять
critically			adv.	B2	критически
heal			v.	B2	исцелить
differentiate			v.	C1	дифференцировать
disturb			v.	B2	беспокоить
infer			v.	B2	сделать вывод
stark			adj.	C1	резкий
weed			n.	C1	сорняк
lobby			n., v.	C1	лобби
explosive			adj., n.	C1	взрывчатый
aspiration			n.	C1	стремление
icon			n.	B2	значок
terribly			adv.	B2	ужасно
intervene			v.	C1	вмешиваться
balloon			n.	B2	воздушный шар
apology			n.	B2	извинение
fairness			n.	C1	справедливость
gut			n.	C1	кишка
undergraduate			n.	C1	бакалавриат
ballet			n.	B2	балет
pad			n.	C1	подушечка
imminent			adj.	C1	неизбежный
formulate			v.	C1	формулировать
disruption			n.	C1	нарушение
terrorist			n.	B2	террорист
articulate			v.	C1	формулировать
designate			v.	C1	назначать
spy			n., v.	C1	шпион
presume			v.	C1	предполагать
whip			v.	C1	кнут
delete			v.	B2	удалить
genuinely			adv.	B2	искренне
optimistic			adj.	B2	оптимистичный
entertaining			adj.	B2	развлекательный
bombing			n.	B2	бомбардировка
condemn			v.	C1	осуждать
violate			v.	C1	нарушать
globalization			n.	B2	глобализация
halfway			adv.	C1	на полпути
fragile			adj.	C1	хрупкий
conquer			v.	C1	побеждать
worthwhile			adj.	C1	стоящий
bonus			n.	C1	бонус
riot			n.	C1	бунт
subsidy			n.	C1	субсидия
devise			v.	C1	придумать
ancestor			n.	B2	предок
beneficiary			n.	C1	бенефициар
cruise			n., v.	B2	круиз
accumulate			v.	C1	накапливать
confer			v.	C1	назначать
optimism			n.	C1	оптимизм
troop			n.	B2	отряд
disclose			v.	C1	раскрывать
resign			v.	B2	уйти в отставку
tactical			adj.	C1	тактический
predictable			adj.	B2	предсказуемый
superb			adj.	C1	превосходно
assemble			v.	C1	собрать
detention			n.	C1	задержание
indictment			n.	C1	обвинительное заключение
creep			v.	C1	ползать
maximize			v.	C1	максимизировать
adhere			v.	C1	придерживаться
instruct			v.	C1	инструктировать
refugee			n.	B2	беженец
compose			v.	B2	сочинять
investigator			n.	C1	следователь
homeland			n.	C1	родина
coincide			v.	C1	совпадать
confine			v.	C1	ограничивать
vulnerability			n.	C1	уязвимость
puzzle			n.	B2	головоломка
medal			n.	B2	медаль
tuition			n.	C1	плата за обучение
unacceptable			adj.	B2	неприемлемо
memoir			n.	C1	мемуары
inhibit			v.	C1	тормозить
assassination			n.	C1	убийство
commence			v.	C1	начинать
boast			v.	C1	хвастаться
auction			n.	B2	аукцион
undermine			v.	C1	подрывать
rocket			n.	B2	ракета
complication			n.	C1	осложнение
evolve			v.	B2	развиваться
ironic			adj.	C1	ироничный
shareholder			n.	C1	акционер
cheer			v., n.	B2	развеселить
sack			v.	C1	мешок
wander			v.	B2	бродить
damaging			adj.	C1	повреждающий
await			v.	C1	ждать
quota			n.	C1	квота
accusation			n.	C1	обвинение
prosecutor			n.	C1	прокурор
robbery			n.	B2	грабеж
recession			n.	B2	рецессия
warming			n.	B2	потепление
renew			v.	C1	возобновлять
militant			n., adj.	C1	воинственный
indulge			v.	C1	баловаться
regain			v.	C1	вернуть себе
grin			v., n.	C1	ухмыляться
marketplace			n.	C1	рынок
reminder			n.	C1	напоминание
clash			n.	C1	столкновение
demon			n.	C1	демон
deprive			v.	C1	лишать
crush			v.	C1	раздавить
humanitarian			adj.	C1	гуманитарный
scratch			v., n.	B2	царапать
hail			v.	C1	приветствую
renowned			adj.	C1	известный
isolate			v.	B2	изолировать
snap			v.	C1	щелкнуть
contemplate			v.	C1	созерцать
flourish			v.	C1	процветать
addiction			n.	B2	зависимость
accidentally			adv.	B2	случайно
originate			v.	C1	возникать
flee			v.	C1	бежать
tackle			v., n.	B2, C1	заняться
classify			v.	B2	классифицировать
slot			n.	C1	слот
inspect			v.	C1	проверять
amend			v.	C1	исправить
animation			n.	B2	анимация
handy			adj.	C1	удобный
hopeful			adj.	C1	обнадеживающий
memo			n.	C1	памятка
notebook			n.	B2	блокнот
harassment			n.	C1	преследование
aluminium			n.	C1	алюминий
rally			n., v.	C1	митинг
transparency			n.	C1	прозрачность
homeless			adj.	B2	бездомный
forbid			v.	B2	запретить
mosque			n.	B2	мечеть
deployment			n.	C1	развертывание
sporting			adj.	B2	спортивный
plead			v.	C1	умолять
reckon			v.	B2	считать
legendary			adj.	C1	легендарный
discourage			v.	B2	обескураживать
merge			v.	C1	слить
backup			n.	C1	резервное копирование
dictate			v.	C1	диктовать
prescribe			v.	C1	предписывать
litter			n.	B2	мусор
workforce			n.	B2	рабочая сила
prohibit			v.	B2	запретить
clip			n.	B2	клип
ethic			n.	B2	этика
browser			n.	C1	браузер
cue			n.	B2	сигнал
constituency			n.	C1	избирательный округ
hopefully			adv.	B2	надеюсь
provoke			v.	C1	провоцировать
weaken			v.	C1	ослабить
overlook			v.	C1	игнорировать
password			n.	B2	пароль
trademark			n.	C1	товарный знак
archive			n.	C1	архив
obesity			n.	B2	ожирение
manipulate			v.	C1	манипулировать
newsletter			n.	C1	информационный бюллетень
allegedly			adv.	C1	предположительно
proclaim			v.	C1	провозглашать
herb			n.	B2	трава
battlefield			n.	C1	поле битвы
spoil			v.	B2	портить
risky			adj.	B2	рискованный
transcript			n.	C1	стенограмма
weird			adj.	B2	странный
lyric			n.	B2	лирический
accountable			adj.	C1	подотчетный
aftermath			n.	C1	последствия
betray			v.	C1	предать
recruit			v., n.	B2	нанимать
grocery			n.	B2	продуктовый магазин
wipe			v.	C1	вытирать
retrieve			v.	C1	получить
fade			v.	C1	исчезать
bizarre			adj.	C1	странный
surge			n., v.	C1	всплеск
solicitor			n.	C1	адвокат
outrage			n., v.	C1	возмущение
squeeze			v.	C1	сжимать
accountant			n.	B2	бухгалтер
aide			n.	C1	помощник
terrific			adj.	C1	потрясающий
greenhouse			n.	B2	теплица
racist			adj., n.	B2	расистский
credible			adj.	C1	заслуживающий доверия
shrink			v.	C1	сжиматься
pipeline			n.	C1	трубопровод
revive			v.	C1	оживить
invade			v.	B2	вторгаться
skip			v.	C1	пропустить
overly			adv.	C1	чрезмерно
lethal			adj.	C1	смертельный
deem			v.	C1	считать
invoke			v.	C1	вызывать
forge			v.	C1	ковать
vow			v.	C1	клятва
lifelong			adj.	C1	пожизненный
guerrilla			n.	C1	партизан
outfit			n.	B2	наряд
foreigner			n.	C1	иностранец
nod			v.	C1	кивать
abolish			v.	C1	отменить
shocking			adj.	B2	шокирующий
gallon			n.	C1	галлон
dive			v., n.	B2	нырять
helmet			n.	B2	шлем
nationwide			adj.	C1	общенациональный
cop			n.	C1	полицейский
niche			n.	C1	ниша
squad			n.	C1	отряд
defender			n.	B2	защитник
privatization			n.	C1	приватизация
mentor			n.	C1	наставник
desktop			n.	C1	рабочий стол
notify			v.	C1	уведомить
bail			n.	C1	залог
intriguing			adj.	C1	интригующий
teens			n.	B2	подростки
suspend			v.	B2	приостановить
nasty			adj.	B2	противный
deadline			n.	B2	крайний срок
rotate			v.	C1	вращать
gorgeous			adj.	B2	великолепный
boost			v., n.	B2	повысить
precede			v.	B2	предшествовать
inherit			v.	B2	наследовать
authorize			v.	C1	разрешать
endorsement			n.	C1	одобрение
spokesman			n.	B2	представитель
plunge			v.	C1	погружаться
landmark			n.	C1	ориентир
vanish			v.	C1	исчезнуть
slogan			n.	B2	лозунг
mechanic			n.	B2	механик
leak			v., n.	C1	утечка
referendum			n.	C1	референдум
thrive			v.	C1	процветать
stall			n.	B2	ларек
correlate			v.	C1	коррелировать
opt			v.	C1	выбрать
steer			v.	C1	управлять
infamous			adj.	C1	печально известный
dictator			n.	C1	диктатор
coordinator			n.	C1	координатор
survivor			n.	B2	выживший
obsession			n.	C1	одержимость
outsider			n.	C1	посторонний
pill			n.	B2	таблетка
convict			v.	C1	осужденный
miner			n.	B2	шахтер
depict			v.	C1	изображать
cling			v.	C1	цепляться
speculate			v.	B2	спекулировать
uphold			v.	C1	поддерживать
educator			n.	C1	педагог
activist			n.	C1	активист
evoke			v.	C1	вызывать
divert			v.	C1	отвлекать
ambulance			n.	B2	машина скорой помощи
entrepreneur			n.	B2	предприниматель
accelerate			v.	C1	ускоряться
cynical			adj.	C1	циничный
supervise			v.	C1	контролировать
dump			v.	B2	свалка
visa			n.	B2	виза
activate			v.	B2	активировать
feat			n.	C1	подвиг
bug			n.	B2	ошибка
weave			v.	C1	ткать
toss			v.	C1	бросать
discard			v.	C1	выбросить
fabulous			adj.	B2	сказочный
donation			n.	B2	пожертвование
regulator			n.	C1	регулятор
buddy			n.	C1	приятель
portray			v.	C1	изображать
embody			v.	C1	воплощать
loom			v.	C1	ткацкий станок
healthcare			n.	B2	здравоохранение
crawl			v.	C1	ползать
incur			v.	C1	понести
idiot			n.	C1	идиот
simulate			v.	C1	моделировать
trailer			n.	C1	трейлер
concede			v.	C1	уступать
scare			v., n.	B2	пугать
consolidate			v.	C1	консолидировать
breakthrough			n.	C1	прорыв
fake			adj.	B2	подделка
badge			n.	B2	значок
trio			n.	C1	трио
enjoyable			adj.	B2	приятный
inflict			v.	C1	нанести
enact			v.	C1	принять
suburb			n.	B2	пригород
postpone			v.	C1	отложить
contributor			n.	C1	участник
allocate			v.	C1	выделять
enrich			v.	C1	обогащать
encompass			v.	C1	охватывать
prestigious			adj.	C1	престижный
flavour			n.	B2	вкус
arguably			adv.	C1	возможно
reportedly			adv.	C1	как сообщается
rip			v.	C1	разорвать
defy			v.	C1	бросать вызов
championship			n.	B2	чемпионат
genocide			n.	C1	геноцид
embark			v.	C1	отправляться в путь
casualty			n.	C1	жертва
stabilize			v.	C1	стабилизировать
lottery			n.	B2	лотерея
oblige			v.	C1	обязывать
lawsuit			n.	C1	иск
motivate			v.	B2	мотивировать
tournament			n.	B2	турнир
tactic			n.	C1	тактика
spill			v.	B2	разливать
infect			v.	C1	заразить
pirate			n.	C1	пират
stereotype			n.	C1	стереотип
frustrating			adj.	C1	разочаровывающий
thought-provoking			adj.	C1	заставляет задуматься
casino			n.	C1	казино
prosecute			v.	C1	преследовать по суду
thrilled			adj.	C1	взволнован
grind			v.	C1	измельчать
counselling			n.	C1	консультирование
rebuild			v.	B2	перестроить
sibling			n.	B2	брат или сестра
diplomat			n.	C1	дипломат
elevate			v.	C1	возвышать
conserve			v.	C1	сохранять
disrupt			v.	C1	нарушать
aspire			v.	C1	стремиться
settler			n.	B2	поселенец
linger			v.	C1	задерживаться
endorse			v.	C1	одобрять
unfold			v.	B2	разворачиваться
align			v.	C1	выровнять
mobilize			v.	C1	мобилизовать
flaw			n.	C1	недостаток
circulate			v.	C1	распространять
haunt			v.	C1	преследовать
yell			v.	C1	кричать
starve			v.	B2	голодать
counsellor			n.	C1	консультант
commentator			n.	C1	комментатор
spice			n.	B2	специя
cocktail			n.	C1	коктейль
info			n.	B2	информация
chop			v.	B2	рубить
