Word	Annotation	Sense	Part of Speech	Level
canal			n.	B2
injustice			n.	C1
refuge			n.	C1
succession			n.	C1
astonishing			adj.	B2
dawn			n.	C1
disastrous			adj.	C1
martial			adj.	B2
trademark			n.	C1
assassination			n.	C1
await			v.	C1
cluster			n.	C1
convey			v.	B2
diplomat			n.	C1
discourse			n.	C1
inequality			n.	C1
marker			n.	B2
mosque			n.	B2
supreme			adj.	C1
timber			n.	C1
tissue			n.	B2
tribe			n.	B2
undergraduate			n.	C1
cave			n.	B2
density			n.	C1
experimental			adj.	C1
lesser			adj.	C1
mercy			n.	C1
thereafter			adv.	C1
absurd			adj.	C1
bug			n.	B2
endure			v.	C1
fragile			adj.	C1
readily			adv.	C1
stall			n.	B2
terrain			n.	C1
warfare			n.	C1
appropriately			adv.	B2
crush			v.	C1
remarkably			adv.	B2
homeland			n.	C1
inspector			n.	B2
investigator			n.	C1
proposition			n.	C1
adequately			adv.	B2
colourful			adj.	B2
massacre			n.	C1
negotiation			n.	B2
plunge			v.	C1
stab			v.	C1
wipe			v.	C1
cease			v.	C1
hail			v.	C1
palm			n.	B2
sibling			n.	B2
sponsorship			n.	B2
stir			v.	C1
composer			n.	B2
corresponding			adj.	C1
encouragement			n.	C1
firefighter			n.	B2
harmony			n.	C1
insult			n., v.	C1
interfere			v.	C1
obesity			n.	B2
reconstruction			n.	C1
symbolic			adj.	C1
clerk			n.	B2
dumb			adj.	C1
evacuate			v.	C1
flawed			adj.	C1
kingdom			n.	C1
revolutionary			adj.	C1
riot			n.	C1
sexy			adj.	B2
absorb			v.	B2
dump			v.	B2
pond			n.	C1
reasoning			n.	C1
steer			v.	C1
sue			v.	C1
supervisor			n.	C1
unfold			v.	B2
architectural			adj.	C1
colonial			adj.	C1
contend			v.	C1
helmet			n.	B2
radiation			n.	B2
tendency			n.	B2
vicious			adj.	C1
boast			v.	C1
ecological			adj.	C1
certainty			n.	B2
dense			adj.	C1
distinction			n.	C1
initiate			v.	C1
persist			v.	C1
smash			v.	C1
thankfully			adv.	C1
crystal			n.	C1
fond			adj.	B2
glance			n., v.	C1
injection			n.	C1
neglect			v., n.	C1
whip			v.	C1
harbour			n.	B2
honesty			n.	B2
warrior			n.	C1
weaken			v.	C1
whatsoever			adv.	C1
denial			n.	C1
gravity			n.	C1
manufacture			v.	B2
nonsense			n.	C1
secular			adj.	C1
accent			n.	B2
additionally			adv.	B2
canvas			n.	C1
depart			v.	B2
desktop			n.	C1
vague			adj.	C1
variable			n., adj.	C1
wholly			adv.	C1
descent			n.	C1
extensively			adv.	B2
incorrect			adj.	B2
liable			adj.	C1
magnetic			adj.	C1
obsession			n.	C1
ritual			n.	C1
accomplishment			n.	C1
blade			n.	C1
cliff			n.	B2
contempt			n.	C1
pioneer			n., v.	C1
solicitor			n.	C1
adhere			v.	C1
alignment			n.	C1
correction			n.	C1
dare			v.	B2
dimension			n.	C1
publicity			n.	B2
verbal			adj.	C1
myth			n.	B2
casualty			n.	C1
competent			adj.	C1
flesh			n.	C1
prey			n.	C1
constitute			v.	C1
coordinate			v.	C1
generic			adj.	C1
misery			n.	C1
relevance			n.	C1
sympathetic			adj.	B2
vein			n.	C1
distract			v.	B2
educator			n.	C1
equation			n.	C1
worthwhile			adj.	C1
activate			v.	B2
inherent			adj.	C1
slogan			n.	B2
conscience			n.	C1
gene			n.	B2
spice			n.	B2
columnist			n.	C1
fool			n.	B2
inspect			v.	C1
obstacle			n.	B2
occurrence			n.	C1
affection			n.	C1
ego			n.	C1
exotic			adj.	B2
ideological			adj.	C1
liberation			n.	C1
liberty			n.	C1
naval			adj.	C1
probable			adj.	B2
prohibit			v.	B2
counselling			n.	C1
fulfil			v.	B2
rebellion			n.	C1
slap			v.	C1
desirable			adj.	C1
justification			n.	C1
mechanic			n.	B2
meditation			n.	C1
restriction			n.	B2
sphere			n.	C1
stabilize			v.	C1
faction			n.	C1
goodness			n.	B2
navigation			n.	B2
probability			n.	B2
prosecute			v.	C1
unveil			v.	C1
useless			adj.	B2
coincidence			n.	B2
compensate			v.	C1
consolidate			v.	C1
eternal			adj.	C1
ink			n.	B2
inmate			n.	C1
likewise			adv.	B2
prevail			v.	C1
divine			adj.	C1
flourish			v.	C1
irrelevant			adj.	C1
miserable			adj.	B2
reinforce			v.	B2
specify			v.	B2
thesis			n.	B2
widow			n.	C1
cooperative			adj.	C1
emission			n.	B2
orchestra			n.	B2
shrink			v.	C1
angel			n.	C1
badge			n.	B2
demon			n.	C1
ethic			n.	B2
grind			v.	C1
make-up			n.	B2
newsletter			n.	C1
patent			n.	C1
republic			n.	C1
rip			v.	C1
sketch			n.	C1
commentator			n.	C1
occupy			v.	B2
speculate			v.	B2
beast			n.	C1
realization			n.	C1
render			v.	C1
chop			v.	B2
embarrassment			n.	C1
fibre			n.	C1
manipulate			v.	C1
manipulation			n.	C1
medieval			adj.	C1
prevalence			n.	C1
projection			n.	C1
reassure			v.	C1
soak			v.	C1
thumb			n.	B2
buddy			n.	C1
colony			n.	B2
congregation			n.	C1
feminist			adj., n.	C1
linear			adj.	C1
retrieve			v.	C1
tolerate			v.	C1
arbitrary			adj.	C1
civilization			n.	B2
concede			v.	C1
equip			v.	B2
remedy			n.	C1
resemble			v.	C1
set-up			n.	C1
spine			n.	C1
stimulate			v.	B2
accusation			n.	C1
allocate			v.	C1
candle			n.	B2
ignorance			n.	C1
query			n.	C1
slash			v.	C1
wit			n.	C1
archive			n.	C1
beneficiary			n.	C1
capitalism			n.	C1
envelope			n.	B2
hazard			n.	C1
inclined			adj.	C1
merge			v.	C1
perceive			v.	B2
prejudice			n.	C1
sufficiently			adv.	B2
amend			v.	C1
endorse			v.	C1
plead			v.	C1
sin			n.	C1
verse			n.	C1
bless			v.	C1
buffer			n.	C1
dilemma			n.	C1
discretion			n.	C1
irony			n.	C1
noble			adj.	C1
notify			v.	C1
restraint			n.	C1
assertion			n.	C1
biography			n.	C1
endeavour			n.	C1
escalate			v.	C1
exclude			v.	B2
forge			v.	C1
interval			n.	B2
ash			n.	C1
concession			n.	C1
gallon			n.	C1
nest			n.	C1
optical			adj.	C1
attachment			n.	B2
devil			n.	C1
dictator			n.	C1
psychiatric			adj.	C1
acre			n.	C1
calculation			n.	C1
invisible			adj.	C1
litre			n.	B2
monument			n.	B2
organizational			adj.	C1
punk			n.	B2
scholar			n.	B2
tighten			v.	C1
apparatus			n.	C1
cynical			adj.	C1
disappoint			v.	B2
skull			n.	B2
terribly			adv.	B2
copyright			n.	C1
discourage			v.	B2
extremist			n.	C1
hierarchy			n.	C1
morality			n.	C1
trustee			n.	C1
distinguish			v.	B2
illusion			n.	B2
spoil			v.	B2
abstract			adj.	B2
enthusiast			n.	C1
pulse			n.	C1
rat			n.	B2
rebel			n.	C1
soar			v.	C1
bishop			n.	C1
buck			n.	C1
comprise			v.	B2
configuration			n.	C1
dispose			v.	C1
enact			v.	C1
methodology			n.	C1
nowadays			adv.	B2
variation			n.	B2
assert			v.	C1
cultivate			v.	C1
dictate			v.	C1
indulge			v.	C1
magistrate			n.	C1
merchant			n.	C1
objection			n.	C1
relieve			v.	B2
reside			v.	C1
communist			adj.	C1
diminish			v.	C1
dull			adj.	B2
favourable			adj.	C1
lad			n.	C1
motivate			v.	B2
overlook			v.	C1
quota			n.	C1
revision			n.	B2
systematic			adj.	C1
classification			n.	C1
disagreement			n.	B2
divert			v.	C1
exclusion			n.	C1
intensify			v.	C1
pirate			n.	C1
virtue			n.	C1
whereby			adv.	C1
carriage			n.	C1
catalogue			n.	C1
confession			n.	C1
dependence			n.	C1
invade			v.	B2
ironic			adj.	C1
lesbian			adj.	C1
assemble			v.	C1
collector			n.	B2
exile			n.	C1
selective			adj.	C1
applaud			v.	C1
attribute			v., n.	C1
correspondence			n.	C1
dot			n.	B2
haunt			v.	C1
horn			n.	C1
postpone			v.	C1
swallow			v.	B2
accumulate			v.	C1
ballet			n.	B2
depict			v.	C1
descend			v.	C1
hostility			n.	C1
manifest			v.	C1
rational			adj.	C1
simulation			n.	C1
capitalist			adj.	C1
compulsory			adj.	B2
patron			n.	C1
practitioner			n.	C1
competence			n.	C1
crawl			v.	C1
differentiate			v.	C1
gaze			n., v.	C1
inflict			v.	C1
observer			n.	B2
statistical			adj.	C1
suppress			v.	C1
width			n.	C1
conceal			v.	C1
inject			v.	C1
ironically			adv.	C1
sanction			n.	C1
stimulus			n.	C1
nominate			v.	C1
spam			n.	C1
wander			v.	B2
beam			n.	C1
bureaucracy			n.	C1
correlation			n.	C1
doctrine			n.	C1
fade			v.	C1
instinct			n.	C1
seldom			adv.	C1
socialist			adj.	C1
accumulation			n.	C1
critique			n.	C1
echo			v., n.	C1
idiot			n.	C1
marginal			adj.	C1
militia			n.	C1
outsider			n.	C1
rod			n.	C1
arrow			n.	B2
attain			v.	C1
consequently			adv.	B2
defy			v.	C1
trait			n.	B2
accountant			n.	B2
aspiration			n.	C1
cheek			n.	B2
coincide			v.	C1
enrich			v.	C1
incidence			n.	C1
predator			n.	C1
sigh			v., n.	C1
tonne			n.	B2
convict			v.	C1
reckon			v.	B2
rotate			v.	C1
AIDS			n.	B2
conserve			v.	C1
linger			v.	C1
mathematical			adj.	C1
protester			n.	B2
subscriber			n.	C1
activation			n.	C1
assign			v.	B2
bleed			v.	C1
peculiar			adj.	C1
tsunami			n.	B2
amusing			adj.	B2
carve			v.	C1
disturb			v.	B2
drift			v.	C1
metaphor			n.	B2
modification			n.	C1
terminate			v.	C1
viewpoint			n.	B2
articulate			v.	C1
bind			v.	C1
insert			v.	B2
kidnap			v.	C1
motorist			n.	C1
validity			n.	C1
grin			v., n.	C1
intermediate			adj.	C1
seminar			n.	B2
suck			v.	C1
thought-provoking			adj.	C1
compel			v.	C1
embody			v.	C1
monopoly			n.	C1
novelist			n.	B2
packet			n.	B2
theoretical			adj.	C1
transcript			n.	C1
conquer			v.	C1
isolate			v.	B2
philosophical			adj.	C1
widen			v.	C1
creep			v.	C1
diagnose			v.	C1
flaw			n.	C1
implication			n.	B2
limb			n.	C1
miner			n.	B2
textbook			n.	B2
vow			v.	C1
deed			n.	C1
devote			v.	B2
rob			v.	B2
administer			v.	C1
deteriorate			v.	C1
preach			v.	C1
prescribe			v.	C1
adolescent			n.	C1
incur			v.	C1
settler			n.	B2
confess			v.	B2
deficiency			n.	C1
limitation			n.	B2
pity			n.	B2
provoke			v.	C1
cling			v.	C1
defect			n.	C1
designate			v.	C1
mobilize			v.	C1
overwhelm			v.	C1
screw			v., n.	C1
cue			n.	B2
deem			v.	C1
melody			n.	C1
offspring			n.	C1
sceptical			adj.	C1
stumble			v.	C1
recount		1	v.	C1
transmit			v.	B2
classify			v.	B2
detain			v.	C1
troop			n.	B2
weave			v.	C1
analogy			n.	C1
aspire			v.	C1
evoke			v.	C1
exert			v.	C1
hypothesis			n.	B2
stun			v.	C1
yell			v.	C1
compute			v.	C1
dissolve			v.	C1
evolutionary			adj.	C1
originate			v.	C1
ray			n.	C1
reproduce			v.	C1
rumour			n.	C1
contemplate			v.	C1
instruct			v.	C1
philosopher			n.	C1
questionnaire			n.	B2
residue			n.	C1
circulate			v.	C1
comparative			adj.	B2
conception			n.	C1
denounce			v.	C1
herb			n.	B2
saint			n.	C1
simulate			v.	C1
specialize			v.	B1
substitution			n.	C1
compile			v.	C1
deprive			v.	C1
encompass			v.	C1
invoke			v.	C1
notebook			n.	B2
drown			v.	C1
inherit			v.	B2
stereotype			n.	C1
aluminium			n.	C1
authorize			v.	C1
delegate			n.	C1
devise			v.	C1
directory			n.	C1
forbid			v.	B2
formulate			v.	C1
induce			v.	C1
infect			v.	C1
embed			v.	C1
firework			n.	B2
loom			v.	C1
monk			n.	C1
reproduction			n.	C1
specification			n.	C1
spectator			n.	B2
supervise			v.	C1
worm			n.	B2
characterize			v.	C1
post-war			adj.	C1
synthesis			n.	C1
abolish			v.	C1
correspond			v.	C1
erect			v.	C1
lyric			n.	B2
specimen			n.	C1
atrocity			n.	C1
counsellor			n.	C1
guideline			n.	B2
theology			n.	C1
betray			v.	C1
correlate			v.	C1
derive			v.	B2
manuscript			n.	C1
preside			v.	C1
conceive			v.	C1
privatization			n.	C1
complication			n.	C1
ensue			v.	C1
displace			v.	C1
vanish			v.	C1
seeker			n.	B2
contradiction			n.	C1
erupt			v.	B2
exaggerate			v.	C1
fragment			n.	B2
guerrilla			n.	C1
proclaim			v.	C1
discard			v.	C1
heighten			v.	C1
starve			v.	B2
unify			v.	C1
ancestor			n.	B2
compose			v.	B2
distort			v.	C1
tempt			v.	C1
globalization			n.	B2
infer			v.	B2
presume			v.	C1
constraint			n.	C1
dub			v.	C1
enrol			v.	C1
moreover			adv.	B2
strand			n.	C1
foreigner			n.	C1
insertion			n.	C1
shrug			v.	C1
villager			n.	C1
confer			v.	C1
shatter			v.	C1
devastate			v.	C1
empirical			adj.	C1
imprison			v.	C1
leaflet			n.	B2
enquire			v.	C1
film-maker			n.	C1
inhibit			v.	C1
entitle			v.	C1
oblige			v.	C1
peasant			n.	C1
obsess			v.	C1
parameter			n.	C1
precede			v.	B2
terrify			v.	B2
confine			v.	C1
inhabitant			n.	B2
